sales_id,car_key,date_key,customer_key,acquisition_source_key,location_key,list_price,selling_price,discount_amount,discount_pct,cost_price,profit,profit_margin,depreciation_amount,discount_to_deprec_ratio,net_revenue,days_on_lot,car_age,mileage,quantity
74,49,20250227,53,1,1,857000.0,749000.0,108000.0,12.6,650000.0,99000.0,13.22,189664.38,56.94,749000.0,20,3,97500,1
75,50,20260105,46,2,1,534000.0,469000.0,65000.0,12.17,392000.0,77000.0,16.42,259941.12,25.01,469000.0,19,8,137500,1
76,109,20260619,42,3,1,534000.0,469000.0,65000.0,12.17,392000.0,77000.0,16.42,259941.12,25.01,469000.0,19,8,137500,1
77,50,20241020,18,1,1,509000.0,459000.0,50000.0,9.82,375000.0,84000.0,18.3,247771.59,20.18,459000.0,48,8,197500,1
78,109,20250605,17,3,1,509000.0,459000.0,50000.0,9.82,375000.0,84000.0,18.3,247771.59,20.18,459000.0,48,8,197500,1
79,51,20250914,4,1,2,216000.0,189000.0,27000.0,12.5,153000.0,36000.0,19.05,159106.98,16.97,189000.0,107,16,157500,1
80,52,20240711,33,1,1,348000.0,329000.0,19000.0,5.46,288000.0,41000.0,12.46,169399.83,11.22,329000.0,40,8,132500,1
81,1019,20250819,71,3,1,348000.0,329000.0,19000.0,5.46,288000.0,41000.0,12.46,169399.83,11.22,329000.0,40,8,132500,1
82,53,20250601,27,2,2,470000.0,439000.0,31000.0,6.6,354000.0,85000.0,19.36,160231.68,19.35,439000.0,21,5,102500,1
83,54,20261106,28,1,2,284000.0,269000.0,15000.0,5.28,219000.0,50000.0,18.59,149906.17,10.01,269000.0,117,9,172500,1
84,55,20261115,75,3,1,454000.0,419000.0,35000.0,7.71,347000.0,72000.0,17.18,100475.65,34.83,419000.0,89,3,72500,1
85,11,20240319,50,3,1,1044000.0,959000.0,85000.0,8.14,815000.0,144000.0,15.02,231049.73,36.79,959000.0,47,3,37500,1
86,264,20260308,50,2,1,1044000.0,959000.0,85000.0,8.14,815000.0,144000.0,15.02,231049.73,36.79,959000.0,47,3,37500,1
87,56,20260118,80,1,1,591000.0,549000.0,42000.0,7.11,463000.0,86000.0,15.66,90777.6,46.27,549000.0,76,2,17500,1
88,1956,20241201,82,2,1,591000.0,549000.0,42000.0,7.11,463000.0,86000.0,15.66,90777.6,46.27,549000.0,76,2,17500,1
89,57,20251202,83,3,1,531000.0,469000.0,62000.0,11.68,380000.0,89000.0,18.98,150595.34,41.17,469000.0,75,4,127500,1
90,58,20240110,14,1,1,911000.0,839000.0,72000.0,7.9,691000.0,148000.0,17.64,358610.59,20.08,839000.0,61,6,147500,1
91,59,20240409,76,3,2,613000.0,569000.0,44000.0,7.18,466000.0,103000.0,18.1,271040.03,16.23,569000.0,14,7,133150,1
92,13,20240525,93,2,1,728000.0,659000.0,69000.0,9.48,538000.0,121000.0,18.36,286573.56,24.08,659000.0,20,6,77500,1
93,299,20250808,29,2,1,728000.0,659000.0,69000.0,9.48,538000.0,121000.0,18.36,286573.56,24.08,659000.0,20,6,77500,1
94,60,20251005,51,3,8,871000.0,819000.0,52000.0,5.97,682000.0,137000.0,16.73,247021.73,21.05,819000.0,34,4,82500,1
95,672,20240908,66,3,8,871000.0,819000.0,52000.0,5.97,682000.0,137000.0,16.73,247021.73,21.05,819000.0,34,4,82500,1
96,61,20241006,22,1,1,417000.0,369000.0,48000.0,11.51,316000.0,53000.0,14.36,118264.14,40.59,369000.0,44,4,72500,1
97,62,20260411,15,2,4,422000.0,399000.0,23000.0,5.45,326000.0,73000.0,18.3,143867.6,15.99,399000.0,44,5,147500,1
98,11,20241209,51,2,1,734000.0,639000.0,95000.0,12.94,530000.0,109000.0,17.06,162443.01,58.48,639000.0,31,3,112500,1
99,264,20260320,20,2,1,734000.0,639000.0,95000.0,12.94,530000.0,109000.0,17.06,162443.01,58.48,639000.0,31,3,112500,1
100,63,20260930,55,3,5,484000.0,429000.0,55000.0,11.36,357000.0,72000.0,16.78,214002.25,25.7,429000.0,46,7,47500,1
101,1488,20251028,44,3,5,484000.0,429000.0,55000.0,11.36,357000.0,72000.0,16.78,214002.25,25.7,429000.0,46,7,47500,1
102,64,20240614,66,2,1,673000.0,629000.0,44000.0,6.54,552000.0,77000.0,12.24,148942.98,29.54,629000.0,95,3,182500,1
103,60,20261211,83,3,1,1028000.0,979000.0,49000.0,4.77,858000.0,121000.0,12.36,291548.04,16.81,979000.0,64,4,117500,1
104,672,20240727,37,3,1,1028000.0,979000.0,49000.0,4.77,858000.0,121000.0,12.36,291548.04,16.81,979000.0,64,4,117500,1
105,65,20240116,29,3,4,734000.0,649000.0,85000.0,11.58,561000.0,88000.0,13.56,112742.4,75.39,649000.0,84,2,28166,1
106,66,20250622,83,1,4,481000.0,429000.0,52000.0,10.81,351000.0,78000.0,18.18,136414.99,38.12,429000.0,105,4,77500,1
107,67,20240408,83,1,6,740000.0,659000.0,81000.0,10.95,531000.0,128000.0,19.42,209869.21,38.6,659000.0,108,4,162500,1
108,68,20260802,29,1,2,833000.0,739000.0,94000.0,11.28,610000.0,129000.0,17.46,283985.09,33.1,739000.0,104,5,122500,1
109,4,20240126,41,3,1,581000.0,549000.0,32000.0,5.51,451000.0,98000.0,17.85,164775.69,19.42,549000.0,118,4,142500,1
110,69,20260620,12,1,1,581000.0,549000.0,32000.0,5.51,451000.0,98000.0,17.85,164775.69,19.42,549000.0,118,4,142500,1
111,70,20250913,90,2,5,705000.0,649000.0,56000.0,7.94,545000.0,104000.0,16.02,311718.15,17.96,649000.0,81,7,117500,1
112,71,20250428,45,3,1,657000.0,619000.0,38000.0,5.78,534000.0,85000.0,13.73,319815.2,11.88,619000.0,73,8,102500,1
113,1131,20260312,51,1,1,657000.0,619000.0,38000.0,5.78,534000.0,85000.0,13.73,319815.2,11.88,619000.0,73,8,102500,1
114,72,20261228,90,1,1,1874000.0,1649000.0,225000.0,12.01,1432000.0,217000.0,13.16,737690.73,30.5,1649000.0,29,6,132500,1
115,73,20251109,11,1,9,511000.0,459000.0,52000.0,10.18,398000.0,61000.0,13.29,323122.48,16.09,459000.0,115,12,227500,1
116,1132,20260723,83,1,9,511000.0,459000.0,52000.0,10.18,398000.0,61000.0,13.29,323122.48,16.09,459000.0,115,12,227500,1
117,74,20250909,67,3,1,519000.0,479000.0,40000.0,7.71,397000.0,82000.0,17.12,147192.05,27.18,479000.0,107,4,27500,1
118,520,20251008,57,1,1,519000.0,479000.0,40000.0,7.71,397000.0,82000.0,17.12,147192.05,27.18,479000.0,107,4,27500,1
119,75,20240408,37,2,2,200000.0,189000.0,11000.0,5.5,162000.0,27000.0,14.29,132349.38,8.31,189000.0,13,13,137500,1
120,76,20240128,42,1,9,280000.0,259000.0,21000.0,7.5,214000.0,45000.0,17.37,168101.53,12.49,259000.0,27,11,167500,1
121,77,20240331,100,3,1,1015000.0,938000.0,77000.0,7.59,755000.0,183000.0,19.51,287861.15,26.75,938000.0,60,4,97500,1
122,57,20250804,23,3,1,424000.0,378000.0,46000.0,10.85,324000.0,54000.0,14.29,120249.38,38.25,378000.0,77,4,57500,1
123,78,20240209,62,2,1,844000.0,758000.0,86000.0,10.19,607000.0,151000.0,19.92,410843.27,20.93,758000.0,29,8,140000,1
124,79,20240118,45,2,1,601000.0,528000.0,73000.0,12.15,440000.0,88000.0,16.67,380032.5,19.21,528000.0,18,12,2500,1
125,80,20250109,86,3,1,1591000.0,1450000.0,141000.0,8.86,1198000.0,252000.0,17.38,774468.77,18.21,1450000.0,89,8,127500,1
126,66,20260207,82,2,1,423000.0,398000.0,25000.0,5.91,340000.0,58000.0,14.57,119965.78,20.84,398000.0,35,4,12500,1
127,81,20241001,33,3,9,447000.0,399000.0,48000.0,10.74,344000.0,55000.0,13.78,235943.87,20.34,399000.0,111,9,257500,1
128,1392,20260813,92,2,9,447000.0,399000.0,48000.0,10.74,344000.0,55000.0,13.78,235943.87,20.34,399000.0,111,9,257500,1
129,82,20240916,9,2,1,787000.0,699000.0,88000.0,11.18,576000.0,123000.0,17.6,383096.75,22.97,699000.0,34,8,67500,1
130,83,20250522,35,1,1,1648000.0,1490000.0,158000.0,9.59,1289000.0,201000.0,13.49,364722.18,43.32,1490000.0,77,3,92500,1
131,84,20250821,35,3,1,1781000.0,1580000.0,201000.0,11.29,1301000.0,279000.0,17.66,1007354.16,19.95,1580000.0,50,10,77500,1
132,84,20260418,85,1,1,1484000.0,1350000.0,134000.0,9.03,1128000.0,222000.0,16.44,839367.53,15.96,1350000.0,68,10,127500,1
133,72,20240725,47,1,1,1852000.0,1680000.0,172000.0,9.29,1442000.0,238000.0,14.17,729030.54,23.59,1680000.0,54,6,87500,1
134,85,20241005,64,1,1,861000.0,788000.0,73000.0,8.48,674000.0,114000.0,14.47,293530.81,24.87,788000.0,50,5,67500,1
135,366,20250403,53,1,1,861000.0,788000.0,73000.0,8.48,674000.0,114000.0,14.47,293530.81,24.87,788000.0,50,5,67500,1
136,85,20251109,25,1,1,798000.0,758000.0,40000.0,5.01,666000.0,92000.0,12.14,272052.94,14.7,758000.0,47,5,100000,1
137,366,20261120,39,3,1,798000.0,758000.0,40000.0,5.01,666000.0,92000.0,12.14,272052.94,14.7,758000.0,47,5,100000,1
138,20,20251011,8,2,1,1114000.0,1050000.0,64000.0,5.75,859000.0,191000.0,18.19,246541.57,25.96,1050000.0,28,3,87500,1
139,139,20261117,54,3,1,1114000.0,1050000.0,64000.0,5.75,859000.0,191000.0,18.19,246541.57,25.96,1050000.0,28,3,87500,1
140,86,20240515,11,2,1,819000.0,778000.0,41000.0,5.01,664000.0,114000.0,14.65,322395.25,12.72,778000.0,23,6,2500,1
141,87,20251221,39,3,1,298000.0,268000.0,30000.0,10.07,227000.0,41000.0,15.3,205264.54,14.62,268000.0,30,14,90000,1
142,88,20240402,43,3,1,539000.0,498000.0,41000.0,7.61,435000.0,63000.0,12.65,238320.68,17.2,498000.0,24,7,142500,1
143,535,20250928,54,2,1,539000.0,498000.0,41000.0,7.61,435000.0,63000.0,12.65,238320.68,17.2,498000.0,24,7,142500,1
144,12,20240921,84,3,1,548000.0,498000.0,50000.0,9.12,405000.0,93000.0,18.67,186823.33,26.76,498000.0,12,5,100000,1
145,334,20240628,7,1,1,548000.0,498000.0,50000.0,9.12,405000.0,93000.0,18.67,186823.33,26.76,498000.0,12,5,100000,1
146,20,20250706,50,3,1,1312000.0,1150000.0,162000.0,12.35,989000.0,161000.0,14.0,290361.34,55.79,1150000.0,46,3,87500,1
147,139,20260201,75,2,1,1312000.0,1150000.0,162000.0,12.35,989000.0,161000.0,14.0,290361.34,55.79,1150000.0,46,3,87500,1
148,89,20240127,87,3,1,858000.0,798000.0,60000.0,6.99,675000.0,123000.0,15.41,292508.05,20.51,798000.0,55,5,67500,1
149,68,20250422,58,2,1,740000.0,678000.0,62000.0,8.38,557000.0,121000.0,17.85,252279.67,24.58,678000.0,25,5,2500,1
150,90,20240513,44,3,1,831000.0,738000.0,93000.0,11.19,618000.0,120000.0,16.26,183910.27,50.57,738000.0,23,3,127500,1
151,91,20241218,29,2,1,888000.0,828000.0,60000.0,6.76,685000.0,143000.0,17.27,302735.61,19.82,828000.0,18,5,82500,1
152,92,20260203,87,2,1,558000.0,528000.0,30000.0,5.38,447000.0,81000.0,15.34,158252.73,18.96,528000.0,16,4,40000,1
153,93,20240716,64,3,1,408000.0,378000.0,30000.0,7.35,329000.0,49000.0,12.96,180398.59,16.63,378000.0,23,7,87500,1
154,156,20260421,42,2,1,408000.0,378000.0,30000.0,7.35,329000.0,49000.0,12.96,180398.59,16.63,378000.0,23,7,87500,1
155,94,20240410,1,3,1,776000.0,728000.0,48000.0,6.19,616000.0,112000.0,15.38,171738.11,27.95,728000.0,15,3,17500,1
156,89,20260930,49,1,1,889000.0,778000.0,111000.0,12.49,662000.0,116000.0,14.91,303076.53,36.62,778000.0,94,5,2500,1
157,95,20240927,60,1,1,789000.0,698000.0,91000.0,11.53,587000.0,111000.0,15.9,348859.03,26.09,698000.0,24,7,117500,1
158,96,20240327,47,3,1,2884000.0,2590000.0,294000.0,10.19,2083000.0,507000.0,19.58,638263.81,46.06,2590000.0,61,3,72500,1
159,97,20240316,16,2,1,1808000.0,1590000.0,218000.0,12.06,1302000.0,288000.0,18.11,277708.8,78.5,1590000.0,81,2,42500,1
160,98,20240826,97,2,1,1015000.0,898000.0,117000.0,11.53,754000.0,144000.0,16.04,346032.25,33.81,898000.0,43,5,30000,1
161,99,20240422,48,3,1,746000.0,698000.0,48000.0,6.43,576000.0,122000.0,17.48,114585.6,41.89,698000.0,113,2,32500,1
162,100,20260222,67,3,1,522000.0,458000.0,64000.0,12.26,373000.0,85000.0,18.56,205482.69,31.15,458000.0,10,6,100,1
163,99,20261029,33,1,1,704000.0,638000.0,66000.0,9.38,536000.0,102000.0,15.99,108134.4,61.04,638000.0,105,2,50000,1
164,58,20260919,43,1,1,959000.0,848000.0,111000.0,11.57,700000.0,148000.0,17.45,377505.55,29.4,848000.0,78,6,60000,1
165,101,20250624,3,2,1,727000.0,638000.0,89000.0,12.24,524000.0,114000.0,17.87,383738.69,23.19,638000.0,103,9,2500,1
166,1133,20250709,91,2,1,727000.0,638000.0,89000.0,12.24,524000.0,114000.0,17.87,383738.69,23.19,638000.0,103,9,2500,1
167,99,20240524,3,2,1,755000.0,698000.0,57000.0,7.55,584000.0,114000.0,16.33,115968.0,49.15,698000.0,95,2,2000,1
168,102,20260918,65,1,1,688000.0,648000.0,40000.0,5.81,525000.0,123000.0,18.98,304201.54,13.15,648000.0,29,7,150000,1
169,103,20260721,8,3,1,309000.0,288000.0,21000.0,6.8,252000.0,36000.0,12.5,195391.09,10.75,288000.0,89,12,110000,1
170,104,20241127,32,2,1,697000.0,638000.0,59000.0,8.46,555000.0,83000.0,13.01,308180.92,19.14,638000.0,16,7,110000,1
171,105,20240731,83,3,1,564000.0,498000.0,66000.0,11.7,427000.0,71000.0,14.26,124819.97,52.88,498000.0,16,3,50000,1
172,102,20260413,60,1,1,782000.0,688000.0,94000.0,12.02,556000.0,132000.0,19.19,345763.96,27.19,688000.0,59,7,2500,1
173,7,20250522,20,2,1,944000.0,898000.0,46000.0,4.87,774000.0,124000.0,13.81,321827.04,14.29,898000.0,11,5,50000,1
174,106,20260121,77,2,1,295000.0,268000.0,27000.0,9.15,232000.0,36000.0,13.43,143600.43,18.8,268000.0,56,8,67500,1
175,107,20261212,62,2,1,424000.0,388000.0,36000.0,8.49,334000.0,54000.0,13.92,144549.43,24.9,388000.0,23,5,52500,1
176,1040,20260905,74,2,1,424000.0,388000.0,36000.0,8.49,334000.0,54000.0,13.92,144549.43,24.9,388000.0,23,5,52500,1
177,108,20240309,19,3,1,534000.0,498000.0,36000.0,6.74,403000.0,95000.0,19.08,151446.16,23.77,498000.0,40,4,102500,1
178,1221,20260723,60,2,1,534000.0,498000.0,36000.0,6.74,403000.0,95000.0,19.08,151446.16,23.77,498000.0,40,4,102500,1
179,50,20260624,85,1,1,582000.0,548000.0,34000.0,5.84,467000.0,81000.0,14.78,283306.62,12.0,548000.0,59,8,82500,1
180,109,20260804,71,2,1,582000.0,548000.0,34000.0,5.84,467000.0,81000.0,14.78,283306.62,12.0,548000.0,59,8,82500,1
181,110,20240909,90,1,1,821000.0,758000.0,63000.0,7.67,657000.0,101000.0,13.32,181697.15,34.67,758000.0,70,3,2500,1
182,111,20260302,51,2,1,261000.0,228000.0,33000.0,12.64,193000.0,35000.0,15.35,186276.38,17.72,228000.0,50,15,187500,1
183,112,20260815,5,3,1,290000.0,268000.0,22000.0,7.59,228000.0,40000.0,14.93,128224.49,17.16,268000.0,23,7,102500,1
184,113,20260716,58,3,1,549000.0,498000.0,51000.0,9.29,417000.0,81000.0,16.27,43920.0,116.12,498000.0,14,1,17500,1
185,17,20260102,51,3,1,636000.0,568000.0,68000.0,10.69,478000.0,90000.0,15.85,250358.22,27.16,568000.0,84,6,77500,1
186,114,20251209,57,2,1,636000.0,568000.0,68000.0,10.69,478000.0,90000.0,15.85,250358.22,27.16,568000.0,84,6,77500,1
187,115,20260629,51,2,1,758000.0,698000.0,60000.0,7.92,560000.0,138000.0,19.77,167754.5,35.77,698000.0,113,3,77500,1
188,116,20251224,20,1,1,675000.0,588000.0,87000.0,12.89,500000.0,88000.0,14.97,230119.97,37.81,588000.0,14,5,97500,1
189,1147,20240516,89,1,1,675000.0,588000.0,87000.0,12.89,500000.0,88000.0,14.97,230119.97,37.81,588000.0,14,5,97500,1
190,117,20261117,95,1,1,720000.0,628000.0,92000.0,12.78,506000.0,122000.0,19.43,204197.07,45.05,628000.0,73,4,2500,1
191,118,20240818,30,1,1,374000.0,348000.0,26000.0,6.95,291000.0,57000.0,16.38,147223.23,17.66,348000.0,38,6,87500,1
192,651,20250309,60,2,1,374000.0,348000.0,26000.0,6.95,291000.0,57000.0,16.38,147223.23,17.66,348000.0,38,6,87500,1
193,119,20261203,84,3,1,537000.0,488000.0,49000.0,9.12,402000.0,86000.0,17.62,261401.47,18.75,488000.0,84,8,157500,1
194,978,20240311,16,2,1,537000.0,488000.0,49000.0,9.12,402000.0,86000.0,17.62,261401.47,18.75,488000.0,84,8,157500,1
195,120,20240530,44,3,1,592000.0,548000.0,44000.0,7.43,462000.0,86000.0,15.69,131016.7,33.58,548000.0,14,3,27500,1
